44.58,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.59,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.60,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.61,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.62,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.63,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.64,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.65,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.66,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.67,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.68,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.69,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.70,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.71,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.72,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.73,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.74,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.75,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.76,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.77,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.78,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.79,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.80,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.81,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.82,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.83,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.84,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.85,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.86,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.87,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.88,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.89,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.90,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.91,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.92,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.93,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.94,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.95,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.96,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.97,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.98,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
44.99,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.00,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.01,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.02,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.03,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.04,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.05,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.06,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.07,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.08,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.09,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.10,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.11,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.12,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.13,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.14,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.15,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.16,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.17,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.18,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.19,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.20,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.21,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.22,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.23,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.24,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.25,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.26,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.27,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.28,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.29,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.30,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.31,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.32,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.33,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.34,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.35,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.36,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.37,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.38,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.39,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.40,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.41,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.42,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.43,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.44,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.45,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.46,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.47,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.48,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.49,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.50,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.51,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.52,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.53,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.54,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.55,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.56,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.57,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.58,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.59,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.60,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.61,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.62,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.63,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.64,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.65,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.66,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.67,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.68,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.69,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.70,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.71,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.72,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.73,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.74,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.75,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.76,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.77,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.78,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.79,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.80,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.81,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.82,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.83,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.84,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.85,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.86,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.87,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.88,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.89,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.90,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.91,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.92,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.93,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.94,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.95,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.96,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.97,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.98,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
45.99,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.00,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.01,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.02,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.03,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.04,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.05,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.06,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.07,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.08,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.09,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.10,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.11,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.12,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.13,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.14,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.15,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.16,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.17,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.18,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.19,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.20,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.21,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.22,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.23,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.24,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.25,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.26,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.27,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.28,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.29,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.30,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.31,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.32,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.33,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.34,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.35,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.36,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.37,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.38,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.39,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.40,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.41,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.42,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.43,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.44,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.45,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.46,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.47,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.48,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.49,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.50,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.51,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.52,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.53,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.54,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.55,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.56,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.57,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.58,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.59,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.60,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.61,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.62,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.63,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.64,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.65,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.66,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.67,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.68,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.69,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.70,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.71,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.72,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.73,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.74,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.75,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.76,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.77,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.78,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.79,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.80,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.81,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.82,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.83,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.84,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.85,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.86,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.87,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.88,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.89,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.90,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.91,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.92,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.93,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.94,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.95,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.96,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.97,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.98,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
46.99,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.00,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.01,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.02,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.03,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.04,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.05,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.06,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.07,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.08,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.09,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.10,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.11,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.12,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.13,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.14,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.15,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.16,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.17,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.18,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.19,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.20,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.21,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.22,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.23,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.24,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.25,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.26,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.27,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.28,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.29,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.30,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.31,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.32,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.33,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.34,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.35,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.36,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.37,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.38,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.39,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.40,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.41,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
47.42,-0.683543860912,1.514046669006,-1.057520031929,1.694751381874,-0.725954651833,2.382468700409
